KO,Control_1,Control_2,Control_3,Control_4,Control_5,SO4_1,SO4_2,SO4_3,SO4_4,SO4_5,ASW_1,ASW_2,ASW_3,ASW_4,ASW_5,ASW_S_2,ASW_S_4,ASW_S_5,SourceSoil_1,SourceSoil_2,SourceSoil_3,SourceSoil_4,SourceSoil_5,Fxn
K13509,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophosphatidate acyltransferase [EC:2.3.1.51]
K13510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.23 2.3.1.67]
K13511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,monolysocardiolipin acyltransferase [EC:2.3.1.-]
K13512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophospholipid acyltransferase [EC:2.3.1.23 2.3.1.-]
K13513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]
K13514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophosphatidylglycerol acyltransferase 1 [EC:2.3.1.-]
K13515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophospholipid acyltransferase 5 [EC:2.3.1.23 2.3.1.-]
K13516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophospholipid acyltransferase 7 [EC:2.3.1.-]
K13517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophospholipid acyltransferase 1/2 [EC:2.3.1.51 2.3.1.-]
K13519,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,lysophospholipid acyltransferase [EC:2.3.1.51 2.3.1.23 2.3.1.-]
K13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,outer membrane protease [EC:3.4.23.-]
K13521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,caspase 15
K13522,10,0,17,16,7,21,14,26,5,0,13,2,19,4,43,24,15,7,9,0,2,2,2,bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]
K13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]
K13524,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase [EC:2.6.1.19 2.6.1.22]
K13525,1172,668,2477,1597,1073,1091,2317,1686,1867,450,495,271,981,245,1804,1260,748,2134,1264,902,856,911,1073,transitional endoplasmic reticulum ATPase
K13526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cation-transporting ATPase 13A2 [EC:3.6.3.-]
K13527,370,384,230,348,804,347,947,264,575,519,1083,1401,1153,956,202,545,1065,692,243,361,269,210,207,proteasome-associated ATPase
K13528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mediator of RNA polymerase II transcription subunit 20
K13529,553,538,202,510,1086,644,1267,513,1074,530,874,1074,1185,1029,623,586,987,927,536,454,490,483,460,"AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"
K13530,0,3,5,0,0,0,0,0,10,0,4,2,0,35,15,0,0,0,12,7,8,7,5,"AraC family transcriptional regulator, regulatory protein of adaptative response / methylphosphotriester-DNA alkyltransferase methyltransferase [EC:2.1.1.-]"
K13531,2,6,13,14,18,8,11,7,18,0,14,12,12,28,13,23,15,13,0,7,0,0,6,methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
K13532,0,5,13,0,0,5,0,7,4,5,0,0,0,0,4,6,3,0,0,2,3,4,4,"two-component system, sporulation sensor kinase D [EC:2.7.13.3]"
K13533,30,10,27,41,20,17,134,20,43,11,11,13,31,77,36,24,21,10,86,31,47,13,54,"two-component system, sporulation sensor kinase E [EC:2.7.13.3]"
K13534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patatin-like phospholipase domain-containing protein 3 [EC:3.1.1.3 2.3.1.-]
K13535,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,cardiolipin-specific phospholipase [EC:3.1.1.-]
K13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARCKS-related protein
K13537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,cysteine peptidase B [EC:3.4.22.-]
K13538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cysteine peptidase A [EC:3.4.22.-]
K13539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,leishmanolysin-like peptidase [EC:3.4.24.-]
K13540,35,34,14,33,103,38,75,54,60,75,42,92,107,75,18,57,67,101,5,21,13,0,3,precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]
K13541,63,34,69,79,83,102,216,125,161,89,51,103,87,136,43,23,82,145,84,60,73,67,54,cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]
K13542,992,699,1123,1018,1262,1006,2385,1117,1950,660,919,1101,1486,1112,1116,736,1079,982,899,570,570,612,710,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K13543,11,0,0,7,7,8,8,9,8,0,0,0,0,5,0,0,2,4,43,23,11,20,33,uroporphyrinogen III methyltransferase / synthase [EC:2.1.1.107 4.2.1.75]
K13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pheophorbidase [EC:3.1.1.82]
K13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,red chlorophyll catabolite reductase [EC:1.3.1.80]
K13546,3,7,3,5,9,2,22,2,11,9,30,19,20,5,3,21,56,6,0,0,2,0,0,2-deoxy-scyllo-inosose synthase [EC:4.2.3.124]
K13547,12,13,16,0,17,18,39,10,34,7,12,6,26,10,0,5,30,12,32,11,10,6,4,"L-glutamine:2-deoxy-scyllo-inosose/3-amino-2,3-dideoxy-scyllo-inosose aminotransferase [EC:2.6.1.100 2.6.1.101]"
K13548,22,14,0,7,48,14,36,29,51,14,24,41,68,30,18,42,73,54,4,8,3,0,0,2-deoxy-scyllo-inosamine dehydrogenase [EC:1.1.1.329]
K13549,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,2-deoxy-scyllo-inosamine dehydrogenase (SAM-dependent) [EC:1.1.99.38]
K13550,11,15,16,10,19,14,51,13,33,0,42,53,62,12,7,39,81,34,29,13,7,6,11,2-deoxystreptamine N-acetyl-D-glucosaminyltransferase / 2-deoxystreptamine glucosyltransferase [EC:2.4.1.283 2.4.1.284]
K13551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2'-N-acetylparomamine deacetylase [EC:3.5.1.112]
K13552,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,4,0,5,0,7,1,8,paromamine 6'-oxidase / 6'''-hydroxyneomycin C oxidase / 2'-deamino-2'-hydroxyparomamine 6'-oxidase [EC:1.1.3.43 1.1.3.44 1.1.3.-]
K13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,neamine transaminase / 2'-deamino-2'-hydroxyneamine transaminase / neomycin C transaminase [EC:2.6.1.93 2.6.1.94 2.6.1.95]
K13554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neamine phosphoribosyltransferase [EC:2.4.2.49]
K13555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5''-phosphoribostamycin phosphatase [EC:3.1.3.88]
K13556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP-N-acetyl-D-glucosamine:ribostamycin N-acetyl-D-glucosaminyltransferase [EC:2.4.1.285]
K13557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,radical SAM enzyme NeoN
K13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acyl carrier protein BtrI
K13559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[BtrI acyl-carrier protein]--L-glutamate ligase [EC:6.2.1.39]
K13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,L-glutamyl-[BtrI acyl-carrier protein] decarboxylase [EC:4.1.1.95]
K13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4-(gamma-L-glutamylamino)butanoyl-[BtrI acyl-carrier protein] monooxygenase [EC:1.14.14.13]
K13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NAD(P)H:FMN oxidoreductase [EC:1.5.1.-]
K13563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ribostamycin:4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoyl-[BtrI acyl-carrier protein] 4-(gamma-L-glutamylamino)-(S)-2-hydroxybutanoate transferase [EC:2.3.2.19]
K13564,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gamma-L-glutamyl-butirosin B gamma-L-glutamyl cyclotransferase [EC:4.3.2.6]
K13565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4-hydroxybenzoate geranyltransferase [EC:2.5.1.93]
K13566,0,2,7,0,0,0,15,0,13,0,6,0,0,4,6,5,0,3,0,0,2,2,2,omega-amidase [EC:3.5.1.3]
K13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,activin receptor type-1B [EC:2.7.11.30]
K13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,activin receptor type-1C [EC:2.7.11.30]
K13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TGF-beta receptor, invertebrate"
K13570,47,89,39,61,207,70,305,64,161,141,278,399,397,317,42,212,375,185,41,87,50,29,32,prokaryotic ubiquitin-like protein Pup
K13571,663,660,345,557,1363,611,1575,487,1041,1106,1719,2441,2352,1738,394,1174,1973,1215,411,544,563,326,330,proteasome accessory factor A [EC:6.3.2.-]
K13572,168,171,74,128,376,193,417,135,255,244,379,577,672,578,242,294,463,295,91,108,109,63,126,proteasome accessory factor B
K13573,138,138,81,162,425,185,547,139,287,423,405,696,615,941,62,310,541,400,266,341,369,193,134,proteasome accessory factor C
K13574,147,116,136,219,170,198,386,221,304,132,55,18,84,176,107,38,76,199,277,174,176,151,220,uncharacterized oxidoreductase [EC:1.1.1.-]
K13575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (sodium bicarbonate cotransporter), member 4"
K13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 3"
K13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"solute carrier family 25 (mitochondrial dicarboxylate transporter), member 10"
K13578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bone morphogenetic protein receptor type-1B [EC:2.7.11.30]
K13579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"bone morphogenetic protein receptor type-1, invertebrate"
K13580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnesium chelatase subunit ChlD-like protein
K13581,195,252,221,226,384,249,498,235,385,218,126,104,188,355,189,88,158,356,440,398,387,380,415,modification methylase [EC:2.1.1.72]
K13582,193,184,142,211,291,230,459,157,341,173,102,76,169,333,123,44,84,311,282,307,344,222,245,localization factor PodJL
K13583,174,221,174,180,279,195,460,224,362,187,72,78,138,296,211,42,123,320,285,273,223,200,219,GcrA cell cycle regulator
K13584,457,410,288,457,576,508,860,403,714,365,209,143,312,435,214,99,254,451,481,443,445,432,402,"two-component system, cell cycle response regulator CtrA"
K13585,0,0,0,0,0,0,0,0,3,0,0,0,0,23,62,5,0,0,2,0,0,2,2,holdfast attachment protein HfaA
K13586,0,0,0,3,3,0,0,0,4,3,5,4,0,52,68,10,0,2,25,0,6,13,11,holdfast attachment protein HfaB
K13587,680,621,546,654,958,874,1535,663,1134,487,324,201,543,705,543,210,376,617,969,743,760,680,866,"two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]"
K13588,105,140,84,79,179,140,227,142,182,98,59,36,75,202,97,41,51,194,193,187,195,151,222,histidine phosphotransferase ChpT
K13589,160,159,140,179,275,168,307,122,207,128,56,58,82,179,86,33,93,232,227,223,192,182,253,"two-component system, cell cycle response regulator CpdR"
K13590,208,159,265,233,257,274,514,289,412,240,99,46,115,361,238,78,85,261,392,336,336,375,357,diguanylate cyclase
K13591,3,0,0,2,7,6,7,0,2,0,0,0,3,14,0,0,0,10,12,4,4,12,13,"two-component system, cell cycle response regulator PopA"
K13592,83,113,67,77,130,95,212,80,167,114,44,29,48,173,77,39,70,125,125,155,143,125,151,regulator of CtrA degradation
K13593,139,109,63,101,137,124,257,99,161,111,64,51,75,207,83,23,68,160,215,193,170,168,123,"cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF"
K13594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,activin receptor-like kinase 1 [EC:2.7.11.30]
K13596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,activin receptor type-2B [EC:2.7.11.30]
K13597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"activin receptor type-2, invertebrate"
K13598,629,519,613,620,683,736,1192,714,999,315,320,190,401,627,614,183,283,574,929,700,704,668,745,"two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY [EC:2.7.13.3]"
K13599,2205,1895,2135,2345,2048,2611,5162,2487,3688,967,1079,552,1678,1249,2476,525,1040,1277,2148,1228,1309,1621,1903,"two-component system, NtrC family, nitrogen regulation response regulator NtrX"
K13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chlorophyllide a oxygenase [EC:1.14.13.122]
K13601,10,0,12,20,4,0,42,0,17,10,0,0,0,0,0,7,0,3,21,6,0,13,9,bacteriochlorophyll C8 methyltransferase [EC:2.1.1.-]
K13602,0,0,11,15,3,2,4,5,8,0,8,0,7,0,0,3,0,0,0,0,0,0,0,bacteriochlorophyll C12 methyltransferase [EC:2.1.1.-]
K13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-vinyl bacteriochlorophyllide hydratase [EC:4.2.1.-]
K13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteriochlorophyll C20 methyltransferase [EC:2.1.1.-]
K13605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bacteriochlorophyll c synthase [EC:2.5.1.-]
K13606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,chlorophyll(ide) b reductase [EC:1.1.1.294]
K13607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cinnamoyl-CoA:phenyllactate CoA-transferase [EC:2.8.3.17]
K13608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,senecionine N-oxygenase [EC:1.14.13.101]
K13609,3,6,3,0,15,10,12,6,8,3,0,4,5,5,6,0,3,20,0,0,0,15,9,delta1-piperideine-2-carboxylate reductase [EC:1.5.1.21]
K13610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13-hydroxylupinine O-tigloyltransferase [EC:2.3.1.93]
K13611,56,42,28,91,71,77,201,90,154,15,31,41,44,68,254,9,21,46,94,44,26,49,80,polyketide synthase PksJ
K13612,9,11,3,3,13,10,36,0,17,2,10,37,5,15,181,4,15,6,10,14,17,12,24,polyketide synthase PksL
K13613,22,17,0,20,6,26,57,33,61,2,0,38,6,0,222,2,2,9,36,31,40,40,42,polyketide synthase PksM
K13614,113,131,22,133,125,186,413,128,251,83,53,293,90,36,1486,87,53,165,149,113,97,132,190,polyketide synthase PksN
K13615,0,3,0,0,0,0,6,3,0,0,0,0,2,0,18,0,0,0,0,3,4,6,3,polyketide synthase PksR
K13616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arylacetamide deacetylase [EC:3.1.1.3]
K13617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,protein phosphatase methylesterase 1 [EC:3.1.1.89]
K13618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phospholipase A1 member A [EC:3.1.1.-]
K13619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phospholipase DDHD1 [EC:3.1.1.-]
K13620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,putative colanic acid polymerase
K13621,3,0,0,0,0,4,0,0,0,0,3,0,3,0,2,0,0,0,0,0,0,0,0,betaine lipid synthase
K13622,52,77,58,77,112,100,147,116,129,40,28,25,46,102,127,49,84,84,112,68,59,81,95,S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase
K13623,26,33,26,30,27,21,54,35,44,12,11,10,15,58,82,18,21,50,57,18,30,36,42,S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
K13624,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ceruloplasmin [EC:1.16.3.1]
K13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ferritin light chain
K13626,29,37,47,26,52,64,99,34,84,39,20,16,63,247,130,49,36,37,32,37,44,25,30,flagellar assembly factor FliW
K13627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 12 (potassium/chloride transporter), member 7"
K13628,1139,821,1504,1418,1269,1185,2535,1366,2139,568,525,235,897,679,1507,767,607,1360,1287,842,826,928,1155,iron-sulfur cluster assembly protein
K13629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,D-serine transporter
K13630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,multiple antibiotic resistance protein MarB
K13631,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"AraC family transcriptional regulator, mar-sox-rob regulon activator"
K13632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AraC family transcriptional regulator, mar-sox-rob regulon activator"
K13633,82,75,28,70,172,84,178,69,129,53,93,121,155,110,41,73,78,115,84,56,54,50,93,"AraC family transcriptional regulator, transcriptional activator FtrA"
K13634,20,11,18,27,40,21,33,28,36,22,10,5,12,59,16,0,7,49,210,114,115,172,145,"LysR family transcriptional regulator, cys regulon transcriptional activator"
K13635,32,17,20,28,51,23,43,34,30,23,28,11,15,19,12,23,12,21,23,15,16,18,19,"LysR family transcriptional regulator, cys regulon transcriptional activator"
K13636,40,0,7,11,133,27,67,0,63,90,99,155,147,141,11,0,81,60,19,25,9,6,8,"LysR family transcriptional regulator, D-serine deaminase activator"
K13637,0,5,0,3,3,14,25,0,4,5,15,6,31,3,0,4,14,2,6,0,2,0,0,"GntR family transcriptional regulator, uxu operon transcriptional repressor"
K13638,32,20,46,54,22,9,43,30,36,3,2,27,30,6,13,2,6,0,11,9,4,12,8,"MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA"
K13639,118,166,37,94,188,126,290,83,214,158,182,227,355,441,94,94,195,149,142,78,105,76,100,"MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR"
K13640,784,630,591,770,1096,848,1866,804,1503,603,936,1130,1280,951,724,594,1160,737,522,485,373,356,480,"MerR family transcriptional regulator, heat shock protein HspR"
K13641,323,381,357,359,753,411,1115,409,773,475,595,640,942,930,290,422,833,688,444,398,375,349,368,"IclR family transcriptional regulator, acetate operon repressor"
K13642,26,27,50,32,59,41,106,50,103,23,9,9,28,142,28,8,21,64,53,60,44,25,70,"CRP/FNR family transcriptional regulator, transcriptional activator FtrB"
K13643,103,71,98,92,160,75,157,80,149,52,44,25,84,91,131,52,66,137,243,131,142,200,218,"Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"
K13644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2,0,choline/ethanolamine phosphotransferase [EC:2.7.8.1 2.7.8.2]
K13645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [EC:1.14.11.4]"
K13646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lysyl hydroxylase/galactosyltransferase/glucosyltransferase [EC:1.14.11.4 2.4.1.50 2.4.1.66]
K13647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"procollagen-lysine,2-oxoglutarate 5-dioxygenase, invertebrate [EC:1.14.11.4]"
K13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alpha-1,4-galacturonosyltransferase [EC:2.4.1.43]"
K13649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,folate receptor
K13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MqsR-controlled colanic acid and biofilm protein A
K13651,3,7,79,20,10,28,61,33,15,9,7,2,7,0,26,32,5,14,4,2,0,2,6,motility quorum-sensing regulator / GCU-specific mRNA interferase toxin
K13652,108,95,159,119,125,125,290,142,254,67,75,25,105,121,159,48,89,103,66,71,46,67,80,AraC family transcriptional regulator
K13653,43,75,19,44,62,52,139,37,103,23,27,12,39,73,97,22,37,108,77,70,62,57,62,AraC family transcriptional regulator
K13654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,"GntR family transcriptional regulator, colanic acid and biofilm gene transcriptional regulator"
K13655,11,10,84,22,17,32,61,48,53,18,6,0,11,0,59,24,7,81,2,6,2,7,10,HTH-type transcriptional regulator / antitoxin MqsA
K13656,0,3,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,2,0,0,6,2,undecaprenyl-phosphate glucose phosphotransferase [EC:2.7.8.31]
K13657,0,5,7,5,18,2,17,16,10,6,7,6,3,45,5,6,0,12,19,22,18,24,13,"alpha-1,3-mannosyltransferase [EC:2.4.1.252]"
K13658,4,0,2,0,6,0,10,3,0,0,0,0,5,12,2,3,0,0,0,0,0,0,0,"beta-1,4-mannosyltransferase&#160; [EC:2.4.1.251]"
K13659,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,10,7,2,7,6,2,2-beta-glucuronyltransferase [EC:2.4.1.264]
K13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,5,"beta-1,4-glucosyltransferase [EC:2.4.1.-]"
K13661,38,59,40,72,39,23,157,81,81,23,18,7,26,11,60,18,2,46,22,9,5,24,31,GumC protein
K13662,0,2,9,2,5,2,9,3,2,2,3,0,0,47,0,0,0,18,13,18,17,16,7,putative polymerase
K13663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acyltransferase [EC:2.3.1.-]
K13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,acyltransferase [EC:2.3.1.-]
K13665,0,0,18,2,0,0,2,3,4,0,0,3,3,25,8,3,0,6,3,3,3,5,2,pyruvyltransferase
K13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP-GlcNAc:polypeptide alpha-N-acetylglucosaminyltransferase [EC:2.4.1.-]
K13667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,protein glucosyltransferase [EC:2.4.1.-]
K13668,566,518,357,552,944,575,1530,588,1055,690,1074,1717,1478,1106,528,780,1235,921,363,287,359,236,211,"phosphatidylinositol alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
K13669,10,15,0,4,18,15,29,7,21,18,2,6,26,25,8,2,17,9,0,2,6,0,0,"alpha-1,2-mannosyltransferase [EC:2.4.1.-]"
K13670,2,4,2,5,3,3,6,0,0,2,0,0,0,4,7,0,0,2,9,9,5,3,3,putative glycosyltransferase [EC:2.4.-.-]
K13671,331,400,83,179,922,329,858,226,674,651,1100,1528,1654,1199,216,644,1224,712,67,220,175,67,99,"alpha-1,2-mannosyltransferase [EC:2.4.1.-]"
K13672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,galactofuranosyltransferase [EC:2.4.1.-]
K13673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phosphoglycan beta-1,3-galactosyltransferase [EC:2.4.1.-]"
K13674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"phosphoglycan alpha-1,2-arabinopyranosyltransferase [EC:2.4.2.-]"
K13675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UDP-glucose:O-linked fucose beta-1,3-glucosyltransferase [EC:2.4.1.-]"
K13676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UDP-xylose:glucoside alpha-1,3-xylosyltransferase [EC:2.4.2.-]"
K13677,4,0,43,2,0,11,22,31,22,0,14,0,8,8,2,76,7,30,0,0,0,0,0,"1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase [EC:2.4.1.208]"
K13678,0,0,0,0,4,0,0,0,0,0,3,6,0,0,7,3,3,0,0,0,0,0,0,"1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]"
K13679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,granule-bound starch synthase [EC:2.4.1.242]
K13680,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,beta-mannan synthase [EC:2.4.1.32]
K13681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,xyloglucan fucosyltransferase [EC:2.4.1.-]
