KO	Sandmound_TuleA_D1	Sandmound_TuleA_D2	Sandmound_TuleB_D1	Sandmound_TuleB_D2	Sandmound_TuleC_D1	Sandmound_TuleC_D2	Sandmound_ThreeSqA_D1_rd	Sandmound_ThreeSqA_D2	Sandmound_ThreeSqB_D1	Sandmound_ThreeSqB_D2	Sandmound_ThreeSqC_D1	Sandmound_ThreeSqC_D2	WestPond_TuleA_D2	WestPond_TuleB_D1	WestPond_TuleB_D2	WestPond_TuleC_D1	WestPond_TuleC_D2	WestPond_CattailA_D1	WestPond_CattailA_D2	WestPond_CattailB_D1	WestPond_CattailC_D2	WestPond_TuleA_D1	MayberryNE_TuleA_D1	MayberryNE_TuleA_D2	MayberryNE_TuleB_D1	MayberryNE_TuleB_D2	MayberryNE_TuleC_D1	MayberryNE_TuleC_D2	MayberryNE_CattailA_D1	MayberryNE_CattailA_D2	MayberryNE_CattailB_D1	MayberryNE_CattailB_D2	MayberryNE_CattailC_D1	MayberryNE_CattailC_D2	MayberrySE_CattailA_D1	MayberrySE_CattailA_D2	MayberrySE_CattailB_D1	MayberrySE_TuleA_D1	MayberryNW_TuleA_D1	MayberryNW_TuleA_D2	MayberryNW_TuleB_D1	MayberryNW_TuleB_D2	MayberryNW_TuleC_D1	MayberryNW_TuleC_D2	MayberryNW_CattailA_D1	MayberryNW_CattailA_D2	MayberryNW_CattailB_D1	MayberryNW_CattailB_D2	MayberryNW_CattailC_D1	MayberryNW_CattailC_D2	Browns_TuleA_D1	Browns_TuleA_D2	Browns_TuleB_D1	Browns_TuleB_D2	Browns_TuleC_D1	Browns_ThreeSqA_D1	Browns_ThreeSqA_D2	Browns_ThreeSqB_D1	Browns_ThreeSqB_D2	Browns_ThreeSqC_D1	Browns_ThreeSqC_D2	RushSE_TuleA_D1	RushSE_TuleA_D2	RushSE_TuleB_D1	RushSE_TuleB_D2	RushSE_TuleC_D1	RushSE_CattailNLA_D1	RushSE_CattailNLA_D2	RushSE_CattailNLB_D1	RushSE_CattailNLB_D2	RushSE_CattailNLC_D1	RushSE_CattailNLC_D2	RushMan_CattailNLA_D2	RushMan_CattailNLB_D2	RushMan_CattailNLC_D1	RushMan_CattailNLC_D2	RushMan_ThreeSqA_D1	RushMan_ThreeSqA_D2	RushMan_ThreeSqB_D1	RushMan_ThreeSqB_D2	RushMan_ThreeSqC_D2	RushOxbow_ThreeSqA_D1	RushOxbow_ThreeSqA_D2	RushOxbow_ThreeSqB_D1	RushOxbow_ThreeSqB_D2	RushOxbow_ThreeSqC_D1	RushOxbow_ThreeSqC_D2	Joice_CattailNLA_D1	Joice_CattailNLA_D2	Joice_CattailNLB_D1	Joice_CattailNLB_D2	Joice_CattailNLC_D1	Joice_CattailNLC_D2	Joice_ThreeSqA_D1	Joice_ThreeSqA_D1_rd	Joice_ThreeSqA_D2	Joice_ThreeSqA_D2_rd	Joice_ThreeSqB_D1	Joice_ThreeSqC_D1	Joice_ThreeSqC_D2	Goodyear_PhragA_D2	Goodyear_PhragC_D2	White_CordA_D2	White_CordB_D2	White_ThreeSqA_D1	White_ThreeSqA_D2	White_ThreeSqB_D1	White_ThreeSqB_D2	White_ThreeSqC_D1	White_ThreeSqC_D2	Tolay_CordA_D2	Tolay_CordB_D2	Tolay_CordC_D2	China_Galinas_CordA_D2	China_Galinas_CordB_D2	China_Galinas_CordC_D2	China_Galinas_PWA_D1	China_Galinas_PWA_D2	China_Galinas_PWB_D1	China_Galinas_PWB_D2	China_Galinas_PWC_D1	China_Bullhead_CordA_D2	China_Bullhead_CordB_D2	China_Bullhead_CordC_D2	China_Galinas_PWC_D2	Muzzi_CordA_D2	Muzzi_CordB_D2	Muzzi_CordC_D2	Muzzi_PWA_D1	Muzzi_PWB_D1	Muzzi_PWB_D2	Muzzi_PWC_D1	Muzzi_PWC_D2
K00012	13.212	13.045	13.239	12.997	13.195	13.004	13.08	13.027	12.922	12.958	12.916	12.898	12.894	13.03	13.136	12.938	12.824	12.943	12.874	12.986	12.963	12.999	13.091	13.119	13.131	13.008	13.028	13.06	13.134	13.241	13.146	13.195	13.181	13.143	13.061	13.17	13.178	13.098	13.1	13.066	12.955	13.021	13.084	13.029	13.204	12.94	13.058	13.029	12.979	13.062	13.157	13.03	13.159	13.041	13.065	12.91	12.969	12.907	13.01	12.994	13.032	13.08	12.922	13.133	12.97	13.089	13.193	13.038	13.209	13.071	13.133	13.037	13.086	13.031	13.104	13.058	13.16	12.932	13.129	12.899	12.903	13.154	12.964	13.11	12.996	13.108	12.938	13.126	13.034	13.083	12.935	13.15	12.958	12.939	13.19	12.983	13.227	12.989	12.942	12.986	13.051	13.013	13.071	13.03	12.929	12.914	12.942	12.942	12.872	12.982	13.041	13.015	13.002	12.904	12.907	12.999	13.045	13.037	12.967	13.005	12.971	13.059	13.038	13.056	13.05	12.926	12.95	12.896	12.915	12.938	12.933	12.98	12.929
K00013	12.847	12.679	12.82	12.701	12.807	12.649	12.796	12.71	12.635	12.725	12.647	12.576	12.658	12.693	12.7	12.661	12.583	12.686	12.632	12.685	12.649	12.59	12.741	12.82	12.769	12.818	12.708	12.796	12.79	12.855	12.814	12.879	12.823	12.866	12.816	12.9	12.953	12.995	12.822	12.794	12.799	12.893	12.88	12.808	12.726	12.738	12.822	12.794	12.763	12.83	12.827	12.706	12.775	12.729	12.802	12.63	12.75	12.642	12.784	12.673	12.73	12.927	12.797	12.865	12.824	12.885	12.925	12.793	12.825	12.75	12.911	12.796	12.769	12.894	12.954	12.807	12.944	12.747	12.962	12.756	12.757	12.923	12.798	12.909	12.857	12.937	12.811	12.885	12.754	12.799	12.787	12.685	12.688	12.74	12.763	12.741	12.825	12.717	12.692	12.797	12.838	12.763	12.761	12.731	12.69	12.695	12.674	12.791	12.724	12.67	12.761	12.72	12.785	12.791	12.712	12.78	12.802	12.812	12.731	12.722	12.88	12.833	12.806	12.828	12.867	12.953	12.874	12.927	12.891	12.86	12.868	12.797	12.821
K00014	11.967	12.095	11.989	12.118	11.964	12.121	11.925	12.12	12.167	12.082	12.219	12.079	11.964	11.832	11.929	11.85	12.037	11.966	11.987	11.901	11.992	11.797	11.62	11.773	11.715	11.799	11.711	11.625	11.748	11.707	11.71	11.768	11.756	11.83	11.856	11.934	12.001	11.892	11.76	11.883	11.979	12.098	11.858	12.031	11.81	11.976	11.838	12.009	12.026	12.1	11.904	12.073	11.877	11.986	11.886	11.993	12.059	12.062	11.997	11.922	12.065	12.027	12.169	12.017	12.143	12.025	11.935	12.163	11.933	12.164	11.964	12.146	12.04	12.01	12.001	12.158	11.947	12.162	11.946	12.056	11.998	11.876	12.138	12.048	12.188	12.013	12.11	11.918	12.145	11.874	12.158	11.845	12.003	12.056	11.803	12.097	11.893	11.982	12.07	12.064	11.995	12.069	12.053	12.045	12.026	12.055	11.983	12.092	11.976	12.011	11.939	11.962	12.026	12.028	12.059	12.073	12.085	12.186	12.071	12.104	12.213	12.076	12.057	12.069	12.135	12.255	11.983	12.147	12.166	11.899	11.973	12.099	12.165
K00015	11.368	11.379	11.394	11.397	11.482	11.379	11.323	11.519	11.405	11.387	11.216	11.283	10.754	10.729	10.693	10.729	10.663	11.059	10.874	10.722	10.677	10.642	10.597	11.269	10.552	11.011	10.556	11.225	11.367	11.662	11.351	11.656	11.544	11.592	11.358	11.667	11.571	11.305	11.295	11.543	11.246	11.643	11.47	11.54	11.161	11.483	11.367	11.576	11.424	11.765	11.563	11.438	11.351	11.479	11.335	11.383	11.347	11.236	11.48	11.419	11.372	11.005	11.046	10.636	11.005	11.102	10.648	10.704	10.714	10.912	10.758	11.052	10.842	11.088	10.826	10.693	11.267	11.284	11.054	11.151	11.081	11.58	11.317	11.382	11.587	11.41	11.412	11.299	10.888	11.182	10.977	11.137	11.052	11.143	11.206	11.095	11.24	11.104	10.97	10.959	11.296	11.265	10.795	10.847	10.933	10.849	10.894	11.078	11.063	11.133	11.044	11.133	11.09	10.663	10.983	10.906	11.01	11.234	10.992	10.675	11.253	11.186	11.185	11.091	11.15	11.483	10.971	11.407	11.319	10.766	11.098	11.158	11.32
K00016	10.096	10.071	10.166	10.131	10.054	10.169	10.119	10.055	10.199	10.109	9.9623	10.108	10.212	10.012	10.379	9.8516	10.006	9.9811	10.36	9.8574	10.457	10.21	10.21	10.178	10.134	10.227	10.11	10.27	10.42	10.137	10.313	10.425	10.214	10.246	10.159	10.363	10.387	10.447	10.293	10.196	10.247	10.129	10.302	10.108	10.105	10.296	10.156	10.279	10.093	10.225	9.834	10.004	9.7927	10.084	9.8878	9.9765	10.027	10.028	10.156	10.12	9.8856	10.009	10.102	9.4582	10.052	10.138	9.9153	9.6836	9.6412	9.7142	9.768	10.028	10.253	10.243	10.181	10.064	9.9737	9.8151	10.005	9.8613	10.067	10.093	10.069	9.9963	10.168	10.141	9.6905	9.822	9.7625	9.8221	9.7033	9.5121	9.4974	9.5265	9.8473	9.6085	9.7811	9.4072	9.605	9.9116	10.088	9.8947	9.6802	9.8538	9.3502	9.2572	9.0269	9.7408	9.8632	9.4598	9.6628	9.7842	9.8	9.493	9.4801	9.927	10.061	9.8059	9.586	9.4176	9.6348	10.378	10.229	10.15	9.6802	10.137	9.3739	9.8492	9.785	9.7409	9.4556	9.8249	9.7944
K00018	10.267	10.15	10.214	10.146	10.333	10.012	10.285	10.164	10.138	10.158	10.213	10.217	10.021	9.9733	10.051	9.9594	9.9215	10.074	9.7488	9.9678	9.9276	10.018	10.239	10.029	10.31	10.209	10.2	10.19	10.107	10.055	10.03	10.074	10.188	9.9609	10.442	10.24	10.462	10.283	9.9918	10.193	10.059	10.003	10.245	10.019	10.341	10.109	10.083	10.128	10.217	10.009	10.238	10.399	10.282	10.258	10.244	10.307	10.449	10.28	10.392	10.277	10.464	10.601	10.543	10.637	10.481	10.507	10.79	10.734	10.652	10.649	10.769	10.465	10.229	10.05	10.637	10.593	10.406	10.333	10.41	10.287	10.223	10.567	10.502	10.387	10.521	10.604	10.421	10.466	10.577	10.33	10.477	10.353	10.372	10.487	10.504	10.378	10.324	10.449	10.33	10.412	10.213	10.303	10.596	10.612	10.558	10.491	10.605	10.466	10.321	10.563	10.714	10.451	10.529	10.613	10.457	10.443	10.504	10.641	10.277	10.278	10.477	10.573	10.562	10.661	10.575	10.637	10.527	10.461	10.629	10.669	10.607	10.704	10.572
K00019	11.211	11.189	11.187	11.305	11.31	11.203	11.395	11.34	11.384	11.343	11.347	11.385	10.601	10.745	10.072	10.826	10.712	11.149	10.8	10.945	10.492	10.802	9.9429	10.65	9.8183	10.466	10.053	10.684	10.873	11.151	10.937	11.021	11.061	11.063	11.099	11.141	11.096	11.186	11.042	10.901	10.942	11.022	10.974	11.094	10.568	11.076	10.968	11.089	10.97	11.093	11.24	11.287	11.283	11.234	11.382	11.279	11.123	11.3	11.157	11.256	11.195	11.002	10.929	11.019	10.9	11.101	10.888	10.869	10.757	10.831	10.899	10.924	10.283	10.662	10.681	10.209	11.322	11.115	11.1	10.934	11.11	11.438	11.38	11.31	11.426	11.454	11.395	11.051	10.585	11.061	10.756	10.854	10.801	10.842	10.903	10.828	11.005	10.943	10.803	10.767	11.225	11.119	10.554	10.646	10.704	10.587	10.579	10.588	10.578	10.655	10.587	10.522	10.55	10.539	10.841	10.538	10.632	10.965	10.608	10.578	10.901	10.513	10.442	10.501	10.779	11.056	10.695	10.893	10.754	10.772	10.745	10.974	11.095
K00020	11.948	11.897	11.857	11.812	11.941	11.889	11.968	12.047	12.018	11.965	11.924	11.965	11.262	11.419	10.588	11.413	11.261	11.836	11.448	11.532	11.019	11.263	10.904	11.622	10.762	11.298	11.072	11.573	11.639	11.969	11.726	12.005	11.869	11.9	12.008	12.132	12.206	11.739	11.8	11.873	11.849	11.903	11.869	11.978	11.627	11.944	11.769	11.957	11.796	12.013	12.031	11.919	11.918	11.944	11.914	12.071	11.898	12.06	11.906	12.005	11.921	11.775	11.758	11.704	11.662	11.824	11.656	11.484	11.461	11.411	11.634	11.69	11.039	11.534	11.506	10.89	12.01	11.988	11.953	11.757	11.816	12.027	12.068	12.178	12.248	12.177	12.159	11.993	11.475	11.983	11.699	11.768	11.67	11.772	11.791	11.745	11.775	11.649	11.594	11.671	11.83	11.85	11.35	11.355	11.651	11.626	11.6	11.583	11.625	11.619	11.604	11.711	11.581	11.574	11.758	11.182	11.432	11.944	11.669	11.416	11.863	11.364	11.381	11.472	11.792	11.933	11.889	11.885	11.822	11.838	11.895	11.913	11.959
K00021	9.5261	9.4536	9.4272	9.3747	9.4149	9.4236	9.2959	9.2949	9.2371	9.1707	9.1903	9.3967	9.502	9.6944	9.6759	9.5118	9.586	9.4605	9.6855	9.5095	9.7209	9.6669	9.6113	9.3563	9.504	9.2529	9.4464	9.4066	8.8509	8.805	8.9934	8.9931	8.7197	8.8289	8.8256	9.0444	9.2812	8.5494	9.3069	9.1842	9.244	9.2077	9.1395	9.0075	9.2766	9.1626	9.2166	9.0487	9.2114	8.7389	9.2812	9.1032	9.4008	9.3542	9.0353	9.1942	9.1622	9.0534	9.2307	9.1828	9.3783	10.116	10.111	10.338	9.9838	9.6846	10.099	10.121	10.251	10.004	10.114	9.6186	9.5397	9.5297	10.55	9.7161	9.3035	9.2269	9.7391	9.5554	9.401	8.734	9.2277	9.3033	8.7497	9.4639	9.4392	9.339	9.0655	9.1561	9.3982	9.3744	9.2856	9.5479	9.667	9.305	9.4656	9.6816	9.4414	9.2467	8.7836	8.7356	10.393	10.126	10.168	10.044	10.174	9.3833	9.5322	9.5573	10.386	10.163	10.343	10.489	9.8401	9.8933	9.9572	9.3987	9.5088	9.1835	9.7382	10.272	10.167	10.517	9.4889	9.3108	10.151	9.3724	9.362	10.341	10.114	10.25	9.5678
K00022	7.6725	7.4279	7.678	7.5701	7.6995	7.4199	7.5783	7.5232	7.2729	7.734	7.5216	7.5877	6.6931	7.0072	7.2217	6.6344	6.5225	6.902	6.4387	6.7815	7.0407	6.6355	6.662	7.5765	6.6164	7.0106	6.7766	6.8925	7.691	7.6003	7.514	8.1263	7.7284	7.6359	7.289	7.713	7.5293	7.2397	7.4161	7.6912	7.3262	7.8245	7.6217	7.8052	7.3511	7.537	7.2872	7.7416	7.4247	7.8577	7.4504	7.5235	7.6557	7.4108	7.4253	7.4253	7.4149	7.5879	7.3738	7.5894	7.3692	6.9257	6.7503	7.2891	7.0599	7.0545	6.9036	6.8477	6.8498	7.2061	6.8438	6.9768	7.2894	7.2821	6.7418	7.1458	7.4804	6.945	6.5662	6.8768	7.1025	7.0796	6.9658	7.2462	7.3739	7.1986	7.1432	7.0609	7.1406	6.7291	7.329	7.4739	7.2592	7.1215	7.3535	7.0464	7.0277	7.2042	6.8226	7.3292	7.3914	7.424	6.8711	7.0897	7.4049	7.1276	7.3898	7.0532	7.0932	7.205	7.2068	7.5387	7.5429	6.9368	7.6066	7.0039	7.0235	7.4636	7.7745	8.4804	7.5424	7.4699	7.3577	7.2808	7.7463	7.1405	7.6051	6.8155	6.7115	6.7826	7.7238	7.3377	7.3325
K00023	10.947	10.769	10.887	10.743	10.988	10.81	10.948	10.925	10.742	10.976	10.849	10.862	10.037	10.316	9.3987	10.473	10.126	10.512	9.9711	10.505	9.755	10.333	9.7929	10.405	9.3379	10.032	9.8586	10.129	10.347	10.664	10.294	10.728	10.644	10.61	10.692	10.724	10.847	10.482	10.553	10.434	10.28	10.471	10.455	10.419	10.497	10.399	10.53	10.405	10.486	10.511	10.957	10.66	10.874	10.703	10.823	10.727	10.738	10.771	10.79	10.706	10.825	10.61	10.395	10.562	10.262	10.599	10.47	10.28	10.284	10.18	10.616	10.3	9.7008	10.225	10.496	9.9165	10.729	10.681	10.639	10.446	10.42	10.993	10.755	10.848	10.992	10.954	10.851	10.586	10.349	10.677	10.459	10.585	10.578	10.571	10.676	10.529	10.786	10.412	10.373	10.577	10.606	10.433	10.179	10.203	10.402	10.131	10.103	10.167	10.116	10.272	10.038	9.9551	10.083	10.124	10.48	9.7319	9.9814	10.839	10.371	10.157	10.423	9.872	9.8495	9.906	10.513	10.409	10.479	10.378	10.399	10.339	10.678	10.692	10.747
K00024	12.942	12.722	12.941	12.726	12.936	12.725	12.806	12.715	12.576	12.62	12.565	12.636	12.231	12.505	12.332	12.467	12.269	12.548	12.229	12.576	12.269	12.461	12.361	12.709	12.172	12.573	12.335	12.62	12.77	13.001	12.812	12.971	12.948	12.886	12.643	12.916	12.86	12.828	12.624	12.67	12.437	12.714	12.762	12.623	12.793	12.66	12.705	12.662	12.555	12.726	13.016	12.743	12.971	12.822	12.868	12.654	12.731	12.662	12.743	12.699	12.754	12.787	12.525	12.758	12.458	12.804	12.801	12.639	12.798	12.567	12.819	12.566	12.353	12.462	12.686	12.387	12.838	12.494	12.717	12.561	12.58	12.891	12.508	12.796	12.659	12.824	12.63	12.918	12.589	12.838	12.644	12.88	12.692	12.707	12.868	12.664	12.907	12.7	12.593	12.541	12.607	12.624	12.569	12.626	12.633	12.612	12.603	12.6	12.531	12.615	12.587	12.593	12.606	12.582	12.656	12.57	12.472	12.574	12.607	12.661	12.707	12.452	12.351	12.48	12.573	12.591	12.562	12.599	12.577	12.579	12.566	12.609	12.603
K00025	4.927	4.9661	4.97	4.7248	5.071	4.7691	5.5248	5.0503	4.8208	4.7425	5.3447	4.9292	4.7548	5.4014	4.6289	5.6767	5.6925	5.4947	4.8909	5.9512	4.886	5.7213	4.8481	5.2059	5.03	5.0982	5.7153	4.7763	4.9414	4.1841	4.7978	4.2387	4.3961	4.537	4.6297	4.4792	5.1249	4.7876	4.5997	4.375	4.414	2.9037	5.1531	3.9162	5.1452	4.6905	5.3141	4.2836	4.0276	3.9682	5.6157	4.4399	5.9914	4.6212	5.5094	5.1544	4.6087	5.3803	4.2065	5.2272	4.6851	5.5519	4.5588	5.847	5.2444	5.528	5.6991	5.0755	5.6414	4.9241	5.481	4.6563	4.3999	4.3579	5.7713	4.5625	5.5676	4.6892	5.8235	4.2211	5.0737	4.6625	4.7627	5.2815	4.705	5.7646	5.3344	5.4945	5.1135	5.0419	4.3484	5.8263	4.5181	5.0293	5.3419	4.5356	5.0392	5.4409	4.2956	4.6588	4.5408	4.1536	4.5789	4.1797	5.2959	4.9157	5.2061	4.4524	4.654	4.8795	4.3067	4.7831	4.275	3.9386	5.24	4.3705	4.182	5.3484	5.2823	5.1931	5.2282	4.1381	4.2226	3.6821	4.8686	4.2518	4.6841	4.5773	4.9388	4.5516	4.8288	5.1268	4.72
K00026	3.7213	3.7532	3.5161	2.9176	3.7626	2.9917	2.9685	2.6495	3.5973	3.4797	2.6625	3.7266	4.6346	4.7623	3.3636	3.9541	4.1531	4.4142	4.3897	4.1213	4.167	3.8119	5.6371	3.7469	5.8464	4.2798	5.8906	3.5806	4.7293	3.0582	4.0927	4.0038	4.826	3.8077	3.8193	3.9868	3.7931	3.9882	3.8676	2.8643	4.7163	2.6148	3.8719	3.5064	3.3885	2.5266	3.4118	3.0569	3.0786	2.935	3.089	3.2329	3.1755	3.3587	2.9219	2.9219	3.392	3.4037	2.6587	2.615	2.9519	4.7673	2.6739	4.0782	4.5337	4.1766	4.6105	3.1889	3.5723	3.245	3.7559	4.2978	3.3002	2.9203	2.9133	3.7102	3.8809	3.2047	4.1759	3.2286	3.9109	3.002	3.7848	3.8275	2.6369	3.8589	2.9184	4.0764	3.3596	3.6437	3.2671	3.773	3.8018	2.6023	3.835	3.3796	3.1699	3.6504	2.8572	3.4247	2.6214	3.2816	3.9102	2.775	4.1185	4.4119	4.1463	4.1685	3.9724	3.5347	3.6879	2.9198	3.3651	3.9386	3.6667	4.0194	3.2496	3.7757	4.2501	4.9088	3.6323	3.8202	3.4267	3.2797	3.2462	2.9435	4.2458	3.3717	3.0956	3.6507	3.9664	3.6857	4.3219
K00027	12.372	12.249	12.334	12.264	12.294	12.149	11.925	12.075	11.843	11.915	11.606	12.046	11.988	12.054	12.4	11.782	11.75	11.909	12.125	11.63	12.157	11.803	11.983	12.327	12.118	12.207	11.97	12.279	12.404	12.513	12.322	12.449	12.485	12.381	12.069	12.37	12.174	12.554	12.097	12.309	12.139	12.473	12.335	12.417	12.025	12.208	12.257	12.337	12.218	12.42	11.984	12.148	11.861	11.941	11.96	11.73	12.118	11.721	12.305	11.999	12.097	11.784	11.9	11.596	11.879	11.933	11.636	11.692	11.688	11.857	11.589	11.989	12.127	12.207	12.056	11.923	11.917	11.807	11.763	11.801	11.855	12.122	11.827	11.925	11.738	11.85	11.701	12.244	11.754	12.045	11.817	11.912	11.733	11.76	12.023	11.724	12.005	11.719	11.634	11.867	12.089	12.035	11.915	11.99	11.679	11.679	11.674	11.793	11.899	11.744	12.141	12.122	12.141	11.673	11.873	11.853	11.942	11.847	11.876	12.023	11.882	12.189	12.144	12.089	11.883	11.649	11.877	11.757	11.723	11.741	11.751	11.602	11.61
K00028	7.0457	6.774	7.088	6.7538	7.0898	6.7229	7.106	6.2912	6.7432	6.681	6.6334	6.4356	6.779	7.2764	6.3558	7.341	6.6877	7.3	6.574	7.0121	6.5371	6.9778	7.2334	7.3544	7.1151	6.8495	7.3033	7.3805	7.0245	7.6003	7.3106	7.5601	7.4817	7.7331	7.599	7.3145	7.4083	7.2298	7.1594	6.9288	6.6346	6.6486	7.2293	6.8936	7.188	7.1275	7.3484	7.0388	6.7325	6.9383	6.5509	6.6955	7.1075	6.6005	7.2117	6.6425	6.5693	6.7795	6.3988	6.5936	6.5724	7.78	7.1063	7.5006	6.9154	7.8984	7.4301	6.6314	7.2421	6.639	7.1932	6.861	6.3025	6.6383	7.6371	6.5461	7.6997	7.0472	8.2794	6.6982	7.0337	7.5212	7.5299	7.83	7.2356	7.9087	7.202	7.7525	6.8157	7.9041	7.0902	7.2167	7.1103	7.0534	7.6704	7.2232	7.5098	7.2929	7.2228	7.1725	7.0347	6.7743	6.9603	7.4503	7.8363	7.5637	7.3898	7.3405	7.546	7.6439	7.6671	7.3257	7.2943	7.8799	8.2633	6.9918	7.4454	7.8916	7.8727	7.6914	7.1853	7.4609	7.4134	7.2635	7.4789	7.8366	8.0854	7.5806	7.5459	8.399	7.9813	7.6024	7.3482
K00029	13.231	13.036	13.221	13.041	13.169	12.935	13.167	12.971	12.863	12.882	13.105	12.922	12.603	12.981	12.332	13.06	12.818	12.989	12.577	13.236	12.487	13.043	12.577	12.589	12.501	12.489	12.639	12.539	12.31	12.557	12.562	12.565	12.4	12.591	12.698	12.679	12.859	12.533	12.563	12.427	12.263	12.193	12.465	12.201	12.994	12.331	12.612	12.248	12.409	12.212	13.093	12.743	13.131	12.763	12.986	12.857	12.805	12.816	12.845	12.747	12.955	13.173	12.928	13.354	12.932	13.078	13.347	13.096	13.244	13.03	13.274	12.822	12.474	12.413	13.179	12.744	13.116	12.806	13.135	12.815	12.815	12.886	12.749	12.979	12.714	13.048	12.918	12.834	12.913	12.848	12.941	13.033	12.958	12.985	13.06	13.033	13.151	13.089	12.919	12.824	12.443	12.495	12.764	12.733	12.788	12.851	12.848	12.718	12.609	12.833	12.711	12.569	12.632	12.902	12.874	12.387	12.415	12.839	12.795	12.83	12.934	12.507	12.519	12.613	12.891	12.787	12.853	12.799	12.724	12.891	13.023	13.004	13.025
K00030	11.541	11.448	11.558	11.402	11.444	11.358	11.525	11.418	11.368	11.425	11.248	11.296	11.098	11.271	11.664	11.069	11.032	11.015	11.016	11.119	11.352	11.096	11.213	11.617	11.314	11.313	11.241	11.356	11.861	12.006	11.789	11.927	12.077	11.991	11.361	11.81	11.762	11.592	11.419	11.751	11.356	11.839	11.689	11.63	11.665	11.641	11.628	11.702	11.551	11.949	11.713	11.459	11.605	11.549	11.545	11.38	11.434	11.409	11.465	11.507	11.392	11.124	11.044	11.003	11.024	11.13	11.037	10.963	11.075	10.988	10.966	11.103	11.274	11.379	10.922	11.131	11.419	11.295	11.084	11.083	11.22	11.519	11.082	11.217	11.416	11.328	11.312	11.174	10.963	11.139	10.847	11.142	10.926	11.054	11.183	11.018	11.22	11.084	10.965	11.097	11.331	11.36	10.696	10.53	10.898	10.895	10.91	10.964	10.971	10.962	11.014	11.007	11.046	10.531	10.556	10.87	11.052	10.611	10.484	10.39	10.789	11.007	11.182	11.134	10.747	10.779	10.68	10.824	10.665	10.404	10.506	10.709	10.745
K00031	13.051	12.838	13.081	12.842	13.086	12.791	13.025	12.781	12.69	12.789	12.887	12.729	12.486	12.882	12.493	12.908	12.622	12.915	12.481	12.958	12.489	12.868	12.831	13.033	12.804	12.899	12.889	12.93	12.965	13.096	13.056	13.115	13.043	13.068	12.949	13.046	13.088	13.131	12.862	12.734	12.538	12.66	12.912	12.634	13.086	12.595	12.897	12.72	12.678	12.677	13.202	12.823	13.25	12.903	13.047	12.787	12.835	12.846	12.899	12.829	12.929	13.186	12.929	13.358	12.866	13.183	13.402	13.071	13.359	12.965	13.314	12.835	12.668	12.64	13.224	12.802	13.233	12.893	13.264	12.871	12.848	13.155	12.844	13.207	12.842	13.209	12.929	13.244	12.943	13.221	12.928	13.298	12.987	12.96	13.195	12.943	13.233	13.102	12.893	12.886	12.731	12.725	13.211	13.201	13.175	13.21	13.268	12.999	12.98	13.098	13.217	13.11	13.192	13.154	13.04	13.111	13.004	13.025	13.014	13.061	13.101	12.955	12.949	13.099	13.036	12.927	13.191	12.966	12.951	13.273	13.106	13.068	13.078
K00032	5.8735	6.2092	6.2136	6.1836	5.9407	6.2939	5.9194	5.9679	6.134	5.9025	5.9123	5.6783	4.1039	5.0613	5.4564	4.5314	4.8695	4.8459	5.3629	5.0305	4.8454	4.7985	5.0059	5.6742	5.03	5.5845	4.712	5.6874	5.9282	6.2291	6.3469	6.3523	6.4822	6.5773	5.6851	6.1342	6.2474	6.0026	5.8914	6.81	6.0728	6.7023	6.0519	6.514	5.5693	6.5307	5.8843	6.3442	6.1295	6.7611	6.4201	5.9334	5.9914	5.9171	5.6584	5.8188	6.1898	5.8417	6.244	6.0879	6.063	5.6284	5.9505	4.9365	5.499	5.7998	5.2404	5.2897	5.2267	5.4769	5.1053	5.7716	5.0361	5.5055	5.2498	5.0823	5.6226	5.6644	5.3351	5.7128	5.9193	5.7036	5.6277	5.4048	5.9944	5.7646	6.0849	5.4268	5.0036	5.3811	5.3784	5.4785	5.3339	5.3571	5.3419	5.4921	5.2522	5.2156	5.2167	5.2598	5.3555	5.3406	5.3261	5.8764	5.2959	5.4551	5.2491	5.3595	5.6282	5.872	5.3897	5.6533	5.8255	5.0947	4.9708	5.7629	5.7307	5.4426	5.6523	4.8631	5.9535	5.576	5.784	5.9287	5.3177	5.7684	5.536	5.4357	5.5334	4.8456	5.7169	5.669	5.2817
K00033	12.706	12.518	12.734	12.542	12.703	12.487	12.629	12.452	12.457	12.416	12.347	12.436	12.477	12.661	12.542	12.629	12.441	12.755	12.493	12.634	12.557	12.698	12.768	12.815	12.733	12.891	12.657	12.88	12.876	12.981	12.838	12.94	13.044	12.888	12.677	12.857	12.808	12.856	12.919	12.813	12.751	12.859	12.896	12.784	13.043	12.717	12.968	12.77	12.69	12.782	12.746	12.713	12.712	12.622	12.704	12.479	12.707	12.483	12.711	12.616	12.616	12.795	12.559	12.645	12.539	12.742	12.799	12.545	12.772	12.408	12.707	12.574	12.654	12.847	12.926	12.696	12.766	12.54	12.809	12.546	12.506	12.87	12.582	12.768	12.521	12.761	12.457	12.986	12.832	12.836	12.717	12.8	12.635	12.678	12.917	12.776	12.905	12.719	12.695	12.754	12.849	12.858	12.471	12.462	12.358	12.34	12.295	12.533	12.561	12.439	12.326	12.36	12.467	12.819	12.757	12.779	12.667	12.746	12.845	12.907	12.852	12.529	12.466	12.519	12.777	12.715	12.489	12.605	12.641	12.541	12.52	12.561	12.532
