EWsiteHyd_index	Sample	MG_name	Latitude	Longitude	Date.x	SPID	taxon_oid	GOLD_Analysis_Project_ID	GOLD_Sequencing_Project_ID	Index	Site	Location	Pl_Sp	EWcoastGroup	SALTgroup	LU	Depth	Date.y	Salinity.x	Core_Weight_oz	Temp	Conductivity	CO2_uM_m2_s	CH4_uM_m2_s	CO2_mg_m2_h	CH4_ug_m2_h	CH4_ppm_s	CO2_ppm_s	D1_Read_count	iTag_name.x	latitude	longitude	Part_DM	pH	Cl	SO4	OM_LOI	Corg_LOI	N	C	NO3_N	NH4_N	Olsen_P	P	Zn	Mn	Fe	Cu	EW.no	iTag_name.y	SampNO	PW_LABEL	Salinity.y	Cl_pw	SO4_pw	DOC_mg_L	NO2_pw	NO3_pw	NH3_pw	PO4_pw	Br_pw	F_pw	Na_pw	Mg_pw	Ca_pw	K_pw	Sr_pw	Fe_pw	Mn_pw	Al_pw	Si_pw	Co_pw	Cu_pw	Zn_pw
107	Joice_CattailNLB_D1	Joice_CattailNLB_D1	38.1955	-122.002	9/25/13	1072536	3300014295	Ga0075305	Gp0116071	52	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d1	9/25/17	13.63677096	8.4	16.4	18826	100.5759444	0.082661517	16.45414224	18.55246027	0.002028902	2.468606205	150511	s052_Joice_CattailNLB_D1	38.197102	-122.010033	15	7.11	296.92	485.9	33.13	19.21	1.361	18.42	1.87	122.86	26.7	0.133	NA	NA	NA	NA	52	s052_Joice_CattailNLB_D1	s052	W69	13.64	6565.8375	339.7945	89.31	NA	NA	1.129333333	NA	23.9475	0.5195	3843580.62	427702.91	194368.71	77963.13	3515.26	144.68	1479.19	22.22	20649.98	1.9	41.82	21.18
108	Joice_CattailNLB_D2	Joice_CattailNLB_D2	37.770749	-122.378031	9/25/13	1047965	3300004000	Ga0055458	Gp0101343	137	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d2	9/25/17	13.63677096	8.4	16.4	18826	100.5759444	0.082661517	16.45414224	18.55246027	0.002028902	2.468606205	150511	s137_Joice_CattailNLB_D2	38.197102	-122.010033	17.5	6.57	261.58	580	46.54	26.99	1.35	23.89	0.38	65.2	17.9	0.078	61	369	21250	31	137	s137_Joice_CattailNLB_D2	s137	W69	13.64	6565.8375	339.7945	89.31	NA	NA	1.129333333	NA	23.9475	0.5195	3843580.62	427702.91	194368.71	77963.13	3515.26	144.68	1479.19	22.22	20649.98	1.9	41.82	21.18
109	Joice_CattailNLC_D1	Joice_CattailNLC_D1	38.1955	-122.002	9/25/13	1072537	3300014297	Ga0075306	Gp0116072	53	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d1	9/25/17	14.36576782	9.8	16.8	19928	70.14985294	0.156081161	11.47645856	35.03068455	0.003830965	1.721806971	131287	s053_Joice_CattailNLC_D1	38.197102	-122.010033	14.9	6.7	357.85	656.1	33.76	19.58	1.42	19.53	1.02	37.87	14.6	0.109	NA	NA	NA	NA	53	s053_Joice_CattailNLC_D1	s053	W70	14.37	4497.852	527.93	38.1	0.136	NA	4.883333333	NA	13.446	0.454	2596609.45	267456.08	140893.57	53123.81	3275.52	205.69	4742.74	28.6	13535.28	0.92	45.61	34.38
110	Joice_CattailNLC_D2	Joice_CattailNLC_D2	37.770749	-122.378031	9/25/13	1047968	3300004027	Ga0055459	Gp0101344	138	Joice	Joice	CattailNL	SF_Ref	Meso	Ref	d2	9/25/17	14.36576782	9.8	16.8	19928	70.14985294	0.156081161	11.47645856	35.03068455	0.003830965	1.721806971	131287	s138_Joice_CattailNLC_D2	38.197102	-122.010033	18.4	6.45	267.07	681.7	46.46	26.95	1.269	24.01	0.86	42.23	16.3	0.08	70	436	21970	34	138	s138_Joice_CattailNLC_D2	s138	W70	14.37	4497.852	527.93	38.1	0.136	NA	4.883333333	NA	13.446	0.454	2596609.45	267456.08	140893.57	53123.81	3275.52	205.69	4742.74	28.6	13535.28	0.92	45.61	34.38
111	Joice_ThreeSqA_D1	Joice_ThreeSqA_D1	37.770749	-122.378031	9/25/13	1047962	3300004266	Ga0055457	Gp0101342	54	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	9/25/17	13.82762154	9.8	18.2	19856	23.05867454	0.258585701	3.772380293	58.03669104	0.006346908	0.565968208	145498	s054_Joice_ThreeSqA_D1	38.197227	-122.010124	15.4	6.53	360.56	624.7	42.29	24.53	1.56	23.95	1.05	42.21	17.6	0.127	NA	NA	NA	NA	54	s054_Joice_ThreeSqA_D1	s054	W71	13.83	4253.4355	489.3505	31.4	NA	NA	6.983333333	5.5505	13.2195	0.498	2103762.43	215005.48	121421.57	59025.3	2050.19	281.19	25392.28	22.2	14472.72	2.28	27.56	27.76
112	Joice_ThreeSqA_D2	Joice_ThreeSqA_D2	37.770749	-122.378031	9/25/13	1047971	3300004011	Ga0055460	Gp0101345	139	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	9/25/17	13.82762154	9.8	18.2	19856	23.05867454	0.258585701	3.772380293	58.03669104	0.006346908	0.565968208	145498	s139_Joice_ThreeSqA_D2	38.197227	-122.010124	17.4	6.29	230.38	680.8	52.07	30.2	0.992	21.24	2.63	55.41	13.6	0.088	53	579	16730	27	139	s139_Joice_ThreeSqA_D2	s139	W71	13.83	4253.4355	489.3505	31.4	NA	NA	6.983333333	5.5505	13.2195	0.498	2103762.43	215005.48	121421.57	59025.3	2050.19	281.19	25392.28	22.2	14472.72	2.28	27.56	27.76
113	Joice_ThreeSqB_D1	Joice_ThreeSqB_D1	37.770749	-122.378031	9/25/13	1047974	3300003991	Ga0055461	Gp0101346	55	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	9/25/17	12.46367242	9.8	17.6	17810	40.00783456	0.002374313	6.545249008	0.53288824	5.83E-05	0.981980226	165612	s055_Joice_ThreeSqB_D1	38.197227	-122.010124	14.6	6.78	325.35	569.9	37.25	21.6	1.49	21.02	2.21	100.24	20.7	0.123	NA	NA	NA	NA	55	s055_Joice_ThreeSqB_D1	s055	W72	12.46	5187.495	646.0055	29.84	1.947	6.648	0.012666667	NA	17.0945	0.507	3243472.76	292968.26	149080.46	79409.83	2563.81	54.58	10788.92	22.55	17927.59	1.32	36	32.11
114	Joice_ThreeSqB_D2	NA	NA	NA	NA	NA	NA	NA	NA	140	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	9/25/17	12.46367242	9.8	17.6	17810	40.00783456	0.002374313	6.545249008	0.53288824	5.83E-05	0.981980226	165612	s140_Joice_ThreeSqB_D2	38.197227	-122.010124	16.6	6.48	274	922.5	50.95	29.55	1.443	26.98	1.52	89.43	13.9	0.109	56	463	15340	30	140	s140_Joice_ThreeSqB_D2	s140	W72	12.46	5187.495	646.0055	29.84	1.947	6.648	0.012666667	NA	17.0945	0.507	3243472.76	292968.26	149080.46	79409.83	2563.81	54.58	10788.92	22.55	17927.59	1.32	36	32.11
115	Joice_ThreeSqC_D1	Joice_ThreeSqC_D1	37.770749	-122.378031	9/25/13	1047977	3300004015	Ga0055462	Gp0101347	56	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d1	9/25/17	12.24863626	10.2	17.8	17606	38.77336764	0.008029881	6.343291229	1.802217626	0.000197091	0.951680608	156228	s056_Joice_ThreeSqC_D1	38.197227	-122.010124	14.8	6.62	384.48	645.9	38.26	22.19	1.562	21.4	4.8	66.9	20.5	0.123	NA	NA	NA	NA	56	s056_Joice_ThreeSqC_D1	s056	W73	12.25	3076.63	586.422	18.97	6.1635	0.1005	0.347	NA	8.7715	0.4245	1662642.8	142378.24	86173.05	39992.85	1029.88	221.55	6256.95	20.09	13122.9	0.82	20.24	31.13
116	Joice_ThreeSqC_D2	Joice_ThreeSqC_D2	37.770749	-122.378031	9/25/13	1047983	3300004012	Ga0055464	Gp0101349	141	Joice	Joice	ThreeSq	SF_Ref	Meso	Ref	d2	9/25/17	12.24863626	10.2	17.8	17606	38.77336764	0.008029881	6.343291229	1.802217626	0.000197091	0.951680608	156228	s141_Joice_ThreeSqC_D2	38.197227	-122.010124	16.4	6.31	299.13	657.3	50.93	29.54	1.336	26.7	2.16	77.81	15.4	0.081	59	342	18180	29	141	s141_Joice_ThreeSqC_D2	s141	W73	12.25	3076.63	586.422	18.97	6.1635	0.1005	0.347	NA	8.7715	0.4245	1662642.8	142378.24	86173.05	39992.85	1029.88	221.55	6256.95	20.09	13122.9	0.82	20.24	31.13
117	Goodyear_PhragA_D1	NA	NA	NA	NA	NA	NA	NA	NA	57	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	9/18/17	16	14	18.8	22955	19.76537063	0.000915524	3.233598468	0.205479239	2.25E-05	0.485135057	144527	s057_Goodyear_PhragA_D1	38.080353	-122.108833	22.8	5.73	499.83	1449.2	25.59	14.84	0.956	13.48	NA	5.58	30.9	0.21	NA	NA	NA	NA	57	s057_Goodyear_PhragA_D1	s057	W50	15.97	4987.896	1042.029	6.802	0.3055	NA	2.876666667	NA	15.167	NA	2763381.87	243561.72	119521.87	74826.34	2220.28	10.26	56.6	15.5	11017.22	0.35	37.61	51.43
118	Goodyear_PhragA_D2	Goodyear_PhragA_D2	37.770749	-122.378031	9/18/13	1047950	3300004006	Ga0055453	Gp0101338	142	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	9/18/17	16	14	18.8	22955	19.76537063	0.000915524	3.233598468	0.205479239	2.25E-05	0.485135057	144527	s142_Goodyear_PhragA_D2	38.080353	-122.108833	45.1	6.21	345.35	889.1	9.71	5.63	0.358	4.89	0.14	4.29	17.8	0.098	119	326	40260	63	142	s142_Goodyear_PhragA_D2	s142	W50	15.97	4987.896	1042.029	6.802	0.3055	NA	2.876666667	NA	15.167	NA	2763381.87	243561.72	119521.87	74826.34	2220.28	10.26	56.6	15.5	11017.22	0.35	37.61	51.43
119	Goodyear_PhragB_D1	NA	NA	NA	NA	NA	NA	NA	NA	58	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	9/18/17	18.6	14	17.9	25934	11.32548491	0.014699848	1.852840068	3.299217673	0.000360803	0.277980609	158285	s058_Goodyear_PhragB_D1	38.080353	-122.108833	31.9	5.79	532.33	1609.1	16.08	9.33	0.652	8.97	0.17	4.64	18.6	0.131	NA	NA	NA	NA	58	s058_Goodyear_PhragB_D1	s058	W51	18.65	8277.032	1243.086	10.64	1.656	NA	4.916666667	NA	25.534	0.302	5192199.52	461627.57	189506.01	134150.92	4119.32	118.49	730	21.64	14296.43	0.79	61.24	67.43
120	Goodyear_PhragB_D2	NA	NA	NA	NA	NA	NA	NA	NA	143	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	9/18/17	18.6	14	17.9	25934	11.32548491	0.014699848	1.852840068	3.299217673	0.000360803	0.277980609	158285	s143_Goodyear_PhragB_D2	38.080353	-122.108833	52.8	6.55	313.58	743.7	7.81	4.53	0.279	3.98	NA	4.58	13.4	0.062	86	227	36970	48	143	s143_Goodyear_PhragB_D2	s143	W51	18.65	8277.032	1243.086	10.64	1.656	NA	4.916666667	NA	25.534	0.302	5192199.52	461627.57	189506.01	134150.92	4119.32	118.49	730	21.64	14296.43	0.79	61.24	67.43
121	Goodyear_PhragC_D1	NA	NA	NA	NA	NA	NA	NA	NA	59	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d1	9/18/17	18.9	13.6	17.9	26270	29.6402155	0.008668007	4.849115011	1.945438045	0.000212754	0.727510145	120853	s059_Goodyear_PhragC_D1	38.080353	-122.108833	27.6	5.83	489	1387.9	21.64	12.55	0.892	12.11	0.13	5.06	9.5	0.177	NA	NA	NA	NA	59	s059_Goodyear_PhragC_D1	s059	W52	18.92	6204.648	1006.52	11.97	2.27	NA	5.376	NA	17.63	0.462	3341494.39	317386.59	139987.4	97398.66	2805.2	80.58	403.15	16.75	14257.77	0.58	44.5	48.81
122	Goodyear_PhragC_D2	Goodyear_PhragC_D2	37.770749	-122.378031	9/19/13	1047956	3300003990	Ga0055455	Gp0101340	144	Goodyear	Goodyear	Phrag	SF_Rest	Poly	Restored	d2	9/18/17	18.9	13.6	17.9	26270	29.6402155	0.008668007	4.849115011	1.945438045	0.000212754	0.727510145	120853	s144_Goodyear_PhragC_D2	38.080353	-122.108833	48.7	6.08	348.24	752.6	9.43	5.47	0.369	4.92	0.33	9.17	67.1	0.129	124	318	41570	68	144	s144_Goodyear_PhragC_D2	s144	W52	18.92	6204.648	1006.52	11.97	2.27	NA	5.376	NA	17.63	0.462	3341494.39	317386.59	139987.4	97398.66	2805.2	80.58	403.15	16.75	14257.77	0.58	44.5	48.81
123	White_CordA_D1	NA	NA	NA	NA	NA	NA	NA	NA	60	WhiteSlough	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	9/14/17	19.97586006	13.4	22.3	30333	11.73442459	0.010749806	1.919742264	2.412674682	0.000263851	0.28801791	178234	s060_White_CordA_D1	38.13147	-122.265465	35.6	7.19	544.97	1287.6	4.87	2.82	0.286	2.47	0.44	18.31	10.5	0.062	NA	NA	NA	NA	60	s060_White_CordA_D1	s060	W44	19.98	6120.566	1243.236	4.329	3.62	NA	0.413	NA	15.618	0.202	4152958.51	258346.62	117818.46	84890.92	2448.69	7.92	551.86	15.25	12419.23	19.49	56.11	111.64
124	White_CordA_D2	White_CordA_D2	37.550705	-122.214362	9/14/13	1048136	3300004147	Ga0055515	Gp0101400	145	WhiteSlough	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	9/14/17	19.97586006	13.4	22.3	30333	11.73442459	0.010749806	1.919742264	2.412674682	0.000263851	0.28801791	178234	s145_White_CordA_D2	38.13147	-122.265465	37.6	6.64	550.44	1593.3	6.1	3.54	0.257	2.49	NA	14.41	8.7	0.085	121	521	51170	50	145	s145_White_CordA_D2	s145	W44	19.98	6120.566	1243.236	4.329	3.62	NA	0.413	NA	15.618	0.202	4152958.51	258346.62	117818.46	84890.92	2448.69	7.92	551.86	15.25	12419.23	19.49	56.11	111.64
125	White_CordB_D1	NA	NA	NA	NA	NA	NA	NA	NA	61	WhiteSlough	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	9/14/17	21.84992309	13.4	20.9	31955	4.680236805	0.00087668	0.765682913	0.196761199	2.15E-05	0.114875	160743	s061_White_CordB_D1	38.13147	-122.265465	36.9	7.15	517.89	1163.3	4.98	2.89	0.293	2.57	0.18	26.93	11.1	0.06	NA	NA	NA	NA	61	s061_White_CordB_D1	s061	W45	21.85	8939.202	1432.118	5.707	2.93	NA	3.422	NA	25.716	0.342	5843914.03	446978.29	179104.4	143230.16	3946.55	53.69	788.54	14.9	19873.65	1.4	76.79	74.62
126	White_CordB_D2	White_CordB_D2	37.550705	-122.214362	9/14/13	1048139	3300004073	Ga0055516	Gp0101401	146	WhiteSlough	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	9/14/17	21.84992309	13.4	20.9	31955	4.680236805	0.00087668	0.765682913	0.196761199	2.15E-05	0.114875	160743	s146_White_CordB_D2	38.13147	-122.265465	39.4	6.97	469.56	1289.1	5.71	3.31	0.261	2.44	0.47	19.75	8.1	0.1	113	578	53090	48	146	s146_White_CordB_D2	s146	W45	21.85	8939.202	1432.118	5.707	2.93	NA	3.422	NA	25.716	0.342	5843914.03	446978.29	179104.4	143230.16	3946.55	53.69	788.54	14.9	19873.65	1.4	76.79	74.62
127	White_CordC_D1	NA	NA	NA	NA	NA	NA	NA	NA	62	WhiteSlough	WhiteSlough	Cord	SF_Rest	Poly	Restored	d1	9/14/17	22.45830664	13.8	20.7	32622	3.679836433	0.000739884	0.60201823	0.166058825	1.82E-05	0.090320475	138234	s062_White_CordC_D1	38.13147	-122.265465	40.8	7.04	483.58	1334.8	5.3	3.07	0.301	2.7	0.23	21.5	9.1	0.058	NA	NA	NA	NA	62	s062_White_CordC_D1	s062	W46	22.46	7886.958	1243.684	6.284	1.966	NA	0.027666667	NA	23.608	0.466	5085561.01	422158.39	168095.28	130431.28	3640.36	10.42	58.29	15.63	11679.67	0.78	64.61	66.47
128	White_CordC_D2	NA	NA	NA	NA	NA	NA	NA	NA	147	WhiteSlough	WhiteSlough	Cord	SF_Rest	Poly	Restored	d2	9/14/17	22.45830664	13.8	20.7	32622	3.679836433	0.000739884	0.60201823	0.166058825	1.82E-05	0.090320475	138234	s147_White_CordC_D2	38.13147	-122.265465	38.6	6.82	486.89	1422.5	6.39	3.7	0.275	3.02	0.7	20.89	7.4	0.091	116	510	52780	50	147	s147_White_CordC_D2	s147	W46	22.46	7886.958	1243.684	6.284	1.966	NA	0.027666667	NA	23.608	0.466	5085561.01	422158.39	168095.28	130431.28	3640.36	10.42	58.29	15.63	11679.67	0.78	64.61	66.47
129	White_ThreeSqA_D1	White_ThreeSqA_D1	37.550705	-122.214362	9/14/13	1048145	3300004074	Ga0055518	Gp0101403	63	WhiteSlough	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	9/17/17	21.5	13	20.7	31345	4.343075173	-0.000400936	0.710523546	-0.089985596	-9.84E-06	0.106599469	157835	s063_White_ThreeSqA_D1	38.131752	-122.266335	32.1	6.63	579.27	1080.1	8.56	4.96	0.363	4.41	0.28	21	18.6	0.078	NA	NA	NA	NA	63	s063_White_ThreeSqA_D1	s063	W47	21.49	10575.312	1563.594	8.599	4.4	NA	0.040666667	NA	33.758	0.33	6596228.75	635628.29	247188.98	195228.97	5673.12	22.54	854.15	15.23	13001.4	5.24	91.7	153.19
130	White_ThreeSqA_D2	White_ThreeSqA_D2	37.550705	-122.214362	9/17/13	1048154	3300004148	Ga0055521	Gp0101406	148	WhiteSlough	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	9/17/17	21.5	13	20.7	31345	4.343075173	-0.000400936	0.710523546	-0.089985596	-9.84E-06	0.106599469	157835	s148_White_ThreeSqA_D2	38.131752	-122.266335	39.1	6.34	524.44	1138.1	8.18	4.74	0.275	3.64	0.4	13.63	13.2	0.057	127	297	47670	58	148	s148_White_ThreeSqA_D2	s148	W47	21.49	10575.312	1563.594	8.599	4.4	NA	0.040666667	NA	33.758	0.33	6596228.75	635628.29	247188.98	195228.97	5673.12	22.54	854.15	15.23	13001.4	5.24	91.7	153.19
131	White_ThreeSqB_D1	White_ThreeSqB_D1	37.550705	-122.214362	9/17/13	1048148	3300004075	Ga0055519	Gp0101404	64	WhiteSlough	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	9/17/17	20.38545416	13.8	20.1	29499	6.772073849	0.019209485	1.107905743	4.311355646	0.000471491	0.166218509	131164	s064_White_ThreeSqB_D1	38.131752	-122.266335	37.2	6.66	499.83	984.3	8.24	4.78	0.343	4.44	NA	11.22	21	0.078	NA	NA	NA	NA	64	s064_White_ThreeSqB_D1	s064	W48	20.39	9013.912	1299.446	6.359	0.596	NA	3.433333333	NA	28.658	0.514	5663846.11	525304.96	208062.21	169865.76	4584.07	13.2	9.44	15.84	12385.42	0.78	73.49	77.14
132	White_ThreeSqB_D2	White_ThreeSqB_D2	37.550705	-122.214362	9/17/13	1048157	3300004076	Ga0055522	Gp0101407	149	WhiteSlough	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	9/17/17	20.38545416	13.8	20.1	29499	6.772073849	0.019209485	1.107905743	4.311355646	0.000471491	0.166218509	131164	s149_White_ThreeSqB_D2	38.131752	-122.266335	40.3	6.35	489.78	1076.3	7.48	4.34	0.281	3.7	0.43	11.9	8.3	0.058	133	305	47480	60	149	s149_White_ThreeSqB_D2	s149	W48	20.39	9013.912	1299.446	6.359	0.596	NA	3.433333333	NA	28.658	0.514	5663846.11	525304.96	208062.21	169865.76	4584.07	13.2	9.44	15.84	12385.42	0.78	73.49	77.14
133	White_ThreeSqC_D1	White_ThreeSqC_D1	37.550705	-122.214362	9/17/13	1048151	3300004150	Ga0055520	Gp0101405	65	WhiteSlough	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d1	9/17/17	21.03522434	13.8	20.7	30742	6.118447137	0.000134615	1.000972947	0.030212925	3.30E-06	0.150175439	148963	s065_White_ThreeSqC_D1	38.131752	-122.266335	36.3	6.58	570.24	1007.1	8.25	4.78	0.348	4.26	0.16	11.09	17.7	0.087	NA	NA	NA	NA	65	s065_White_ThreeSqC_D1	s065	W49	21.04	11794.1475	1629.863	11.07	NA	9.1365	NA	NA	46.01	0.5885	6990584.43	660953.38	249845.61	207439.61	5710.88	15.79	5.86	16.89	13282.24	0.97	103.62	91.22
134	White_ThreeSqC_D2	White_ThreeSqC_D2	37.550705	-122.214362	9/17/13	1048160	3300004077	Ga0055523	Gp0101408	150	WhiteSlough	WhiteSlough	ThreeSq	SF_Rest	Poly	Restored	d2	9/17/17	21.03522434	13.8	20.7	30742	6.118447137	0.000134615	1.000972947	0.030212925	3.30E-06	0.150175439	148963	s150_White_ThreeSqC_D2	38.131752	-122.266335	40.7	6.31	475.34	933.9	9.25	5.37	0.297	4.53	NA	20.49	13.7	0.079	123	342	37810	54	150	s150_White_ThreeSqC_D2	s150	W49	21.04	11794.1475	1629.863	11.07	NA	9.1365	NA	NA	46.01	0.5885	6990584.43	660953.38	249845.61	207439.61	5710.88	15.79	5.86	16.89	13282.24	0.97	103.62	91.22
135	Tolay_CordA_D1	NA	NA	NA	NA	NA	NA	NA	NA	66	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d1	9/13/17	25.34747986	14.2	23.2	38330	11.31034746	0.000204287	1.850363592	0.045849964	5.01E-06	0.277609065	153008	s066_Tolay_CordA_D1	38.15012	-122.438774	41.3	7.06	568.44	1087	3.62	2.1	0.188	1.58	0.61	24.92	22	0.081	NA	NA	NA	NA	66	s066_Tolay_CordA_D1	s066	W41	25.35	11632.506	2124.212	6.888	1.196	NA	0.792	NA	35.564	NA	7348680.43	591710.92	234031.33	192960.75	5681.26	14.88	54.79	15.89	7867.03	0.83	127.05	2724.16
136	Tolay_CordA_D2	Tolay_CordA_D2	37.550705	-122.214362	9/13/13	1048109	3300005182	Ga0069000	Gp0101391	151	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d2	9/13/17	25.34747986	14.2	23.2	38330	11.31034746	0.000204287	1.850363592	0.045849964	5.01E-06	0.277609065	153008	s151_Tolay_CordA_D2	38.15012	-122.438774	49.1	6.9	547.55	1056.9	3.96	2.3	0.151	1.41	0.2	6.76	17.6	0.09	122	270	47710	51	151	s151_Tolay_CordA_D2	s151	W41	25.35	11632.506	2124.212	6.888	1.196	NA	0.792	NA	35.564	NA	7348680.43	591710.92	234031.33	192960.75	5681.26	14.88	54.79	15.89	7867.03	0.83	127.05	2724.16
137	Tolay_CordB_D1	NA	NA	NA	NA	NA	NA	NA	NA	67	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d1	9/13/17	29.12979454	13.8	23.6	43789	13.51612946	0.002752027	2.211227723	0.617662027	6.75E-05	0.331749319	143091	s067_Tolay_CordB_D1	38.15012	-122.438774	39.5	7.05	768.83	1360.9	3.65	2.12	0.183	1.6	0.55	39.84	25.3	0.088	NA	NA	NA	NA	67	s067_Tolay_CordB_D1	s067	W42	29.13	11562.39	2118.392	5.655	0.456	NA	NA	NA	30.896	0.41	7708580.3	488957.81	223730.52	156036.16	5301.61	13.68	17.77	15.84	6489.77	0.71	129.05	538.96
138	Tolay_CordB_D2	Tolay_CordB_D2	37.550705	-122.214362	9/13/13	1048112	3300005215	Ga0069001	Gp0101392	152	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d2	9/13/17	29.12979454	13.8	23.6	43789	13.51612946	0.002752027	2.211227723	0.617662027	6.75E-05	0.331749319	143091	s152_Tolay_CordB_D2	38.15012	-122.438774	52.5	6.91	472.45	921.6	4.05	2.35	0.154	1.45	0.37	8.53	23.1	0.099	120	309	48940	50	152	s152_Tolay_CordB_D2	s152	W42	29.13	11562.39	2118.392	5.655	0.456	NA	NA	NA	30.896	0.41	7708580.3	488957.81	223730.52	156036.16	5301.61	13.68	17.77	15.84	6489.77	0.71	129.05	538.96
139	Tolay_CordC_D1	NA	NA	NA	NA	NA	NA	NA	NA	68	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d1	9/13/17	28.00479011	13.8	24.5	43038	10.12943424	2.97E-05	1.657167157	0.006664788	7.29E-07	0.248623907	167701	s068_Tolay_CordC_D1	38.15012	-122.438774	40.9	7.02	736.33	1436.6	3.6	2.09	0.178	1.54	0.17	20.42	18.8	0.081	NA	NA	NA	NA	68	s068_Tolay_CordC_D1	s068	W43	28	12888.824	2163.952	5.602	2.348	NA	NA	NA	37.966	NA	8259069.38	635682.72	253428.03	197738.82	6038.14	15.91	783.02	16.57	7260.41	6.47	142.54	456.44
140	Tolay_CordC_D2	Tolay_CordC_D2	37.550705	-122.214362	9/13/13	1048115	3300005214	Ga0069002	Gp0101393	153	Tolay	Tolay	Cord	SF_Rest	Poly	Restored	d2	9/13/17	28.00479011	13.8	24.5	43038	10.12943424	2.97E-05	1.657167157	0.006664788	7.29E-07	0.248623907	167701	s153_Tolay_CordC_D2	38.15012	-122.438774	51.5	6.81	443.56	886.7	4.92	2.85	0.182	1.87	NA	7.66	27.8	0.082	121	323	47560	52	153	s153_Tolay_CordC_D2	s153	W43	28	12888.824	2163.952	5.602	2.348	NA	NA	NA	37.966	NA	8259069.38	635682.72	253428.03	197738.82	6038.14	15.91	783.02	16.57	7260.41	6.47	142.54	456.44
141	China_Bullhead_CordA_D1	NA	NA	NA	NA	NA	NA	NA	NA	69	ChinaCamp_Bullhead	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	9/10/17	24.97284088	14	21.6	36593	2.95629642	0.007596834	0.483647676	1.705024998	0.000186462	0.072561404	131882	s069_China_Bullhead_CordA_D1	38.003361	-122.468277	39.8	7.15	786.88	1596	4.6	2.67	0.236	2.39	0.34	12.58	10.3	0.061	NA	NA	NA	NA	69	s069_China_Bullhead_CordA_D1	s069	W26	0.01	9645.535	1266.0585	12.28	NA	NA	4.136	NA	35.9275	0.5245	6095911.29	515041.84	213072.87	176404	4739.8	148.12	1978.66	18.45	21382.2	1	99.85	58.97
142	China_Bullhead_CordA_D2	China_Bullhead_CordA_D2	37.770749	-122.378031	9/10/13	1047914	3300004023	Ga0055441	Gp0101326	154	ChinaCamp_Bullhead	ChinaCamp	Cord	SF_Ref	Poly	Ref	d2	9/10/17	24.97284088	14	21.6	36593	2.95629642	0.007596834	0.483647676	1.705024998	0.000186462	0.072561404	131882	s154_China_Bullhead_CordA_D2	38.003361	-122.468277	43.8	7.06	576.44	1462.9	5.87	3.41	0.212	2.6	0.38	19.73	11.1	0.05	132	373	47140	60	154	s154_China_Bullhead_CordA_D2	s154	W26	0.01	9645.535	1266.0585	12.28	NA	NA	4.136	NA	35.9275	0.5245	6095911.29	515041.84	213072.87	176404	4739.8	148.12	1978.66	18.45	21382.2	1	99.85	58.97
143	China_Bullhead_CordB_D1	NA	NA	NA	NA	NA	NA	NA	NA	70	ChinaCamp_Bullhead	ChinaCamp	Cord	SF_Ref	Poly	Ref	d1	9/10/17	20.28476003	13.4	21.4	30187	4.215215701	0.00800928	0.689605841	1.797594063	0.000196585	0.103461197	155693	s070_China_Bullhead_CordB_D1	38.003361	-122.468277	43.7	7.29	546.77	1276.1	4.41	2.56	0.214	2.19	0.26	16.14	14.3	0.057	NA	NA	NA	NA	70	s070_China_Bullhead_CordB_D1	s070	W27	29.82	11402.776	1679.37	9.169	0.98	NA	2.61	NA	35.05	0.588	7463149.32	650939.34	255904.71	206130.31	6830.37	240.08	2544.84	19.91	13700.17	4.81	114.59	123.62
